agency_cd,site_no,datetime,discharge-cuft
USGS,9058000,4/30/13,566
USGS,9058000,5/1/13,612
USGS,9058000,5/2/13,535
USGS,9058000,5/3/13,500
USGS,9058000,5/4/13,480
USGS,9058000,5/5/13,461
USGS,9058000,5/6/13,460
USGS,9058000,5/7/13,492
USGS,9058000,5/8/13,550
USGS,9058000,5/9/13,584
USGS,9058000,5/10/13,588
USGS,9058000,5/11/13,599
USGS,9058000,5/12/13,607
USGS,9058000,5/13/13,644
USGS,9058000,5/14/13,779
USGS,9058000,5/15/13,974
USGS,9058000,5/16/13,1390
USGS,9058000,5/17/13,1610
USGS,9058000,5/18/13,1680
USGS,9058000,5/19/13,1600
USGS,9058000,5/20/13,1270
USGS,9058000,5/21/13,1090
USGS,9058000,5/22/13,884
USGS,9058000,5/23/13,740
USGS,9058000,5/24/13,730
USGS,9058000,5/25/13,778
USGS,9058000,5/26/13,771
USGS,9058000,5/27/13,759
USGS,9058000,5/28/13,702
USGS,9058000,5/29/13,638
USGS,9058000,5/30/13,674
USGS,9058000,5/31/13,582
USGS,9058000,6/1/13,520
USGS,9058000,6/2/13,466
USGS,9058000,6/3/13,414
USGS,9058000,6/4/13,420
USGS,9058000,6/5/13,409
USGS,9058000,6/6/13,392
USGS,9058000,6/7/13,395
USGS,9058000,6/8/13,431
USGS,9058000,6/9/13,511
USGS,9058000,6/10/13,523
USGS,9058000,6/11/13,502
USGS,9058000,6/12/13,455
USGS,9058000,6/13/13,443
USGS,9058000,6/14/13,434
USGS,9058000,6/15/13,480
USGS,9058000,6/16/13,515
USGS,9058000,6/17/13,514
USGS,9058000,6/18/13,499
USGS,9058000,6/19/13,468
USGS,9058000,6/20/13,476
USGS,9058000,6/21/13,538
USGS,9058000,6/22/13,543
USGS,9058000,6/23/13,539
USGS,9058000,6/24/13,547
USGS,9058000,6/25/13,567
USGS,9058000,6/26/13,587
USGS,9058000,6/27/13,532
USGS,9058000,6/28/13,489
USGS,9058000,6/29/13,437
USGS,9058000,6/30/13,450
USGS,9058000,7/1/13,465
USGS,9058000,7/2/13,528
USGS,9058000,7/3/13,541
USGS,9058000,7/4/13,560
USGS,9058000,7/5/13,583
USGS,9058000,7/6/13,714
USGS,9058000,7/7/13,704
USGS,9058000,7/8/13,662
USGS,9058000,7/9/13,637
USGS,9058000,7/10/13,654
USGS,9058000,7/11/13,745
USGS,9058000,7/12/13,715
USGS,9058000,7/13/13,783
USGS,9058000,7/14/13,732
USGS,9058000,7/15/13,731
USGS,9058000,7/16/13,765
USGS,9058000,7/17/13,804
USGS,9058000,7/18/13,783
USGS,9058000,7/19/13,661
USGS,9058000,7/20/13,599
USGS,9058000,7/21/13,554
USGS,9058000,7/22/13,556
USGS,9058000,7/23/13,632
USGS,9058000,7/24/13,832
USGS,9058000,7/25/13,1160
USGS,9058000,7/26/13,1210
USGS,9058000,7/27/13,1200
USGS,9058000,7/28/13,1220
USGS,9058000,7/29/13,1260
USGS,9058000,7/30/13,1210
USGS,9058000,7/31/13,1230
USGS,9058000,8/1/13,1210
USGS,9058000,8/2/13,1180
USGS,9058000,8/3/13,1100
USGS,9058000,8/4/13,1100
USGS,9058000,8/5/13,1190
USGS,9058000,8/6/13,1150
USGS,9058000,8/7/13,1140
USGS,9058000,8/8/13,1120
USGS,9058000,8/9/13,1100
USGS,9058000,8/10/13,1160
USGS,9058000,8/11/13,1220
USGS,9058000,8/12/13,1210
USGS,9058000,8/13/13,1240
USGS,9058000,8/14/13,1140
USGS,9058000,8/15/13,1070
USGS,9058000,8/16/13,1020
USGS,9058000,8/17/13,1000
USGS,9058000,8/18/13,1070
USGS,9058000,8/19/13,1140
USGS,9058000,8/20/13,1160
USGS,9058000,8/21/13,1180
USGS,9058000,8/22/13,1190
USGS,9058000,8/23/13,1220
USGS,9058000,8/24/13,1270
USGS,9058000,8/25/13,1250
USGS,9058000,8/26/13,1240
USGS,9058000,8/27/13,1250
USGS,9058000,8/28/13,1280
USGS,9058000,8/29/13,1290
USGS,9058000,8/30/13,1300
USGS,9058000,8/31/13,1310
USGS,9058000,9/1/13,1260
USGS,9058000,9/2/13,1250
USGS,9058000,9/3/13,1200
USGS,9058000,9/4/13,1120
USGS,9058000,9/5/13,1170
USGS,9058000,9/6/13,1230
USGS,9058000,9/7/13,1240
USGS,9058000,9/8/13,1250
USGS,9058000,9/9/13,1220
USGS,9058000,9/10/13,1170
USGS,9058000,9/11/13,1100
USGS,9058000,9/12/13,1080
USGS,9058000,9/13/13,1050
USGS,9058000,9/14/13,922
USGS,9058000,9/15/13,682
USGS,9058000,9/16/13,665
USGS,9058000,9/17/13,623
USGS,9058000,9/18/13,725
USGS,9058000,9/19/13,803
USGS,9058000,9/20/13,848
USGS,9058000,9/21/13,802
USGS,9058000,9/22/13,779
USGS,9058000,9/23/13,809
USGS,9058000,9/24/13,784
USGS,9058000,9/25/13,687
USGS,9058000,9/26/13,691
USGS,9058000,9/27/13,704
USGS,9058000,9/28/13,725
USGS,9058000,9/29/13,744
USGS,9058000,9/30/13,721
USGS,9058000,10/1/13,679
USGS,9058000,10/2/13,645
USGS,9058000,10/3/13,726
USGS,9058000,10/4/13,834
USGS,9058000,10/5/13,839
USGS,9058000,10/6/13,837
USGS,9058000,10/7/13,831
USGS,9058000,10/8/13,795
USGS,9058000,10/9/13,774
USGS,9058000,10/10/13,697
USGS,9058000,10/11/13,689
USGS,9058000,10/12/13,695
USGS,9058000,10/13/13,706
USGS,9058000,10/14/13,752
USGS,9058000,10/15/13,766
USGS,9058000,10/16/13,758
USGS,9058000,10/17/13,748
USGS,9058000,10/18/13,743
USGS,9058000,10/19/13,750
USGS,9058000,10/20/13,730
USGS,9058000,10/21/13,740
USGS,9058000,10/22/13,768
USGS,9058000,10/23/13,815
USGS,9058000,10/24/13,794
USGS,9058000,10/25/13,865
USGS,9058000,10/26/13,865
USGS,9058000,10/27/13,858
USGS,9058000,10/28/13,953
USGS,9058000,10/29/13,1010
USGS,9058000,10/30/13,1020
USGS,9058000,10/31/13,911
USGS,9058000,11/1/13,811
USGS,9058000,11/2/13,707
USGS,9058000,11/3/13,690
USGS,9058000,11/4/13,698
USGS,9058000,11/5/13,719
USGS,9058000,11/6/13,693
USGS,9058000,11/7/13,686
USGS,9058000,11/8/13,700
USGS,9058000,11/9/13,699
USGS,9058000,11/10/13,696
USGS,9058000,11/11/13,685
USGS,9058000,11/12/13,678
USGS,9058000,11/13/13,601
USGS,9058000,11/14/13,598
USGS,9058000,11/15/13,598
USGS,9058000,11/16/13,598
USGS,9058000,11/17/13,597
USGS,9058000,11/18/13,582
USGS,9058000,11/19/13,573
USGS,9058000,11/20/13,599
USGS,9058000,11/21/13,605
USGS,9058000,11/22/13,582
USGS,9058000,11/23/13,575
USGS,9058000,11/24/13,576
USGS,9058000,11/25/13,564
USGS,9058000,11/26/13,635
USGS,9058000,11/27/13,631
USGS,9058000,11/28/13,625
USGS,9058000,11/29/13,634
USGS,9058000,11/30/13,635
USGS,9058000,12/1/13,627
USGS,9058000,12/2/13,589
USGS,9058000,12/3/13,540
USGS,9058000,12/4/13,488
USGS,9058000,12/5/13,456
USGS,9058000,12/6/13,463
USGS,9058000,12/7/13,457
USGS,9058000,12/8/13,463
USGS,9058000,12/9/13,479
USGS,9058000,12/10/13,495
USGS,9058000,12/11/13,492
USGS,9058000,12/12/13,489
USGS,9058000,12/13/13,479
USGS,9058000,12/14/13,476
USGS,9058000,12/15/13,486
USGS,9058000,12/16/13,476
USGS,9058000,12/17/13,460
USGS,9058000,12/18/13,454
USGS,9058000,12/19/13,457
USGS,9058000,12/20/13,460
USGS,9058000,12/21/13,452
USGS,9058000,12/22/13,460
USGS,9058000,12/23/13,460
USGS,9058000,12/24/13,468
USGS,9058000,12/25/13,460
USGS,9058000,12/26/13,462
USGS,9058000,12/27/13,469
USGS,9058000,12/28/13,476
USGS,9058000,12/29/13,465
USGS,9058000,12/30/13,518
USGS,9058000,12/31/13,567
USGS,9058000,1/1/14,533
USGS,9058000,1/2/14,539
USGS,9058000,1/3/14,557
USGS,9058000,1/4/14,570
USGS,9058000,1/5/14,561
USGS,9058000,1/6/14,557
USGS,9058000,1/7/14,566
USGS,9058000,1/8/14,572
USGS,9058000,1/9/14,570
USGS,9058000,1/10/14,563
USGS,9058000,1/11/14,560
USGS,9058000,1/12/14,570
USGS,9058000,1/13/14,572
USGS,9058000,1/14/14,560
USGS,9058000,1/15/14,557
USGS,9058000,1/16/14,550
USGS,9058000,1/17/14,555
USGS,9058000,1/18/14,558
USGS,9058000,1/19/14,560
USGS,9058000,1/20/14,565
USGS,9058000,1/21/14,565
USGS,9058000,1/22/14,567
USGS,9058000,1/23/14,567
USGS,9058000,1/24/14,563
USGS,9058000,1/25/14,563
USGS,9058000,1/26/14,565
USGS,9058000,1/27/14,540
USGS,9058000,1/28/14,500
USGS,9058000,1/29/14,478
USGS,9058000,1/30/14,460
USGS,9058000,1/31/14,460
USGS,9058000,2/1/14,469
USGS,9058000,2/2/14,468
USGS,9058000,2/3/14,480
USGS,9058000,2/4/14,498
USGS,9058000,2/5/14,518
USGS,9058000,2/6/14,535
USGS,9058000,2/7/14,539
USGS,9058000,2/8/14,540
USGS,9058000,2/9/14,555
USGS,9058000,2/10/14,569
USGS,9058000,2/11/14,581
USGS,9058000,2/12/14,581
USGS,9058000,2/13/14,594
USGS,9058000,2/14/14,593
USGS,9058000,2/15/14,603
USGS,9058000,2/16/14,613
USGS,9058000,2/17/14,608
USGS,9058000,2/18/14,595
USGS,9058000,2/19/14,600
USGS,9058000,2/20/14,599
USGS,9058000,2/21/14,605
USGS,9058000,2/22/14,604
USGS,9058000,2/23/14,599
USGS,9058000,2/24/14,605
USGS,9058000,2/25/14,626
USGS,9058000,2/26/14,648
USGS,9058000,2/27/14,706
USGS,9058000,2/28/14,724
USGS,9058000,3/1/14,775
USGS,9058000,3/2/14,792
USGS,9058000,3/3/14,787
USGS,9058000,3/4/14,779
USGS,9058000,3/5/14,808
USGS,9058000,3/6/14,862
USGS,9058000,3/7/14,884
USGS,9058000,3/8/14,893
USGS,9058000,3/9/14,892
USGS,9058000,3/10/14,894
USGS,9058000,3/11/14,906
USGS,9058000,3/12/14,887
USGS,9058000,3/13/14,884
USGS,9058000,3/14/14,910
USGS,9058000,3/15/14,1000
USGS,9058000,3/16/14,1020
USGS,9058000,3/17/14,1060
USGS,9058000,3/18/14,1060
USGS,9058000,3/19/14,1040
USGS,9058000,3/20/14,1040
USGS,9058000,3/21/14,1030
USGS,9058000,3/22/14,953
USGS,9058000,3/23/14,832
USGS,9058000,3/24/14,763
USGS,9058000,3/25/14,745
USGS,9058000,3/26/14,773
USGS,9058000,3/27/14,817
USGS,9058000,3/28/14,797
USGS,9058000,3/29/14,768
USGS,9058000,3/30/14,783
USGS,9058000,3/31/14,800
USGS,9058000,4/1/14,800
USGS,9058000,4/2/14,858
USGS,9058000,4/3/14,899
USGS,9058000,4/4/14,931
USGS,9058000,4/5/14,944
USGS,9058000,4/6/14,1080
USGS,9058000,4/7/14,1130
USGS,9058000,4/8/14,1170
USGS,9058000,4/9/14,1260
USGS,9058000,4/10/14,1400
USGS,9058000,4/11/14,1560
USGS,9058000,4/12/14,1810
USGS,9058000,4/13/14,1970
USGS,9058000,4/14/14,1810
USGS,9058000,4/15/14,1740
USGS,9058000,4/16/14,1730
USGS,9058000,4/17/14,1770
USGS,9058000,4/18/14,1870
USGS,9058000,4/19/14,2240
USGS,9058000,4/20/14,2390
USGS,9058000,4/21/14,2590
USGS,9058000,4/22/14,2810
USGS,9058000,4/23/14,2820
USGS,9058000,4/24/14,2680
USGS,9058000,4/25/14,2610
USGS,9058000,4/26/14,2860
USGS,9058000,4/27/14,3060
USGS,9058000,4/28/14,2990
USGS,9058000,4/29/14,2860
USGS,9058000,4/30/14,2700
USGS,9058000,5/1/14,2610
USGS,9058000,5/2/14,2570
USGS,9058000,5/3/14,2660
USGS,9058000,5/4/14,2860
USGS,9058000,5/5/14,3210
USGS,9058000,5/6/14,3470
USGS,9058000,5/7/14,3610
USGS,9058000,5/8/14,3680
USGS,9058000,5/9/14,3820
USGS,9058000,5/10/14,3810
USGS,9058000,5/11/14,3780
USGS,9058000,5/12/14,3510
USGS,9058000,5/13/14,3330
USGS,9058000,5/14/14,3200
USGS,9058000,5/15/14,3110
USGS,9058000,5/16/14,3110
USGS,9058000,5/17/14,3100
USGS,9058000,5/18/14,3200
USGS,9058000,5/19/14,3450
USGS,9058000,5/20/14,3790
USGS,9058000,5/21/14,4310
USGS,9058000,5/22/14,4730
USGS,9058000,5/23/14,4920
USGS,9058000,5/24/14,5100
USGS,9058000,5/25/14,5900
USGS,9058000,5/26/14,6880
USGS,9058000,5/27/14,6720
USGS,9058000,5/28/14,6410
USGS,9058000,5/29/14,6540
USGS,9058000,5/30/14,6950
USGS,9058000,5/31/14,7470
USGS,9058000,6/1/14,7670
USGS,9058000,6/2/14,7270
USGS,9058000,6/3/14,7050
USGS,9058000,6/4/14,7270
USGS,9058000,6/5/14,7420
USGS,9058000,6/6/14,7110
USGS,9058000,6/7/14,6710
USGS,9058000,6/8/14,6190
USGS,9058000,6/9/14,6010
USGS,9058000,6/10/14,5840
USGS,9058000,6/11/14,5680
USGS,9058000,6/12/14,5380
USGS,9058000,6/13/14,5030
USGS,9058000,6/14/14,4620
USGS,9058000,6/15/14,4570
USGS,9058000,6/16/14,4290
USGS,9058000,6/17/14,3770
USGS,9058000,6/18/14,3150
USGS,9058000,6/19/14,3100
USGS,9058000,6/20/14,3050
USGS,9058000,6/21/14,3020
USGS,9058000,6/22/14,2900
USGS,9058000,6/23/14,2910
USGS,9058000,6/24/14,2830
USGS,9058000,6/25/14,2780
USGS,9058000,6/26/14,2610
USGS,9058000,6/27/14,2710
USGS,9058000,6/28/14,2890
USGS,9058000,6/29/14,2930
USGS,9058000,6/30/14,2870
USGS,9058000,7/1/14,2860
USGS,9058000,7/2/14,3120
USGS,9058000,7/3/14,3170
USGS,9058000,7/4/14,3100
USGS,9058000,7/5/14,3080
USGS,9058000,7/6/14,3060
USGS,9058000,7/7/14,2990
USGS,9058000,7/8/14,2650
USGS,9058000,7/9/14,2440
USGS,9058000,7/10/14,2440
USGS,9058000,7/11/14,2460
USGS,9058000,7/12/14,2460
USGS,9058000,7/13/14,2460
USGS,9058000,7/14/14,2380
USGS,9058000,7/15/14,2310
USGS,9058000,7/16/14,2220
USGS,9058000,7/17/14,2370
USGS,9058000,7/18/14,2610
USGS,9058000,7/19/14,2630
USGS,9058000,7/20/14,2560
USGS,9058000,7/21/14,2170
USGS,9058000,7/22/14,1850
USGS,9058000,7/23/14,1650
USGS,9058000,7/24/14,1600
USGS,9058000,7/25/14,1630
USGS,9058000,7/26/14,1720
USGS,9058000,7/27/14,1790
USGS,9058000,7/28/14,1760
USGS,9058000,7/29/14,1760
USGS,9058000,7/30/14,1780
USGS,9058000,7/31/14,2010
USGS,9058000,8/1/14,2380
USGS,9058000,8/2/14,2490
USGS,9058000,8/3/14,2270
USGS,9058000,8/4/14,2020
USGS,9058000,8/5/14,1510
USGS,9058000,8/6/14,1150
USGS,9058000,8/7/14,1190
USGS,9058000,8/8/14,1180
USGS,9058000,8/9/14,1100
USGS,9058000,8/10/14,1020
USGS,9058000,8/11/14,942
USGS,9058000,8/12/14,982
USGS,9058000,8/13/14,998
USGS,9058000,8/14/14,1160
USGS,9058000,8/15/14,1200
USGS,9058000,8/16/14,1170
USGS,9058000,8/17/14,1160
USGS,9058000,8/18/14,1160
USGS,9058000,8/19/14,1140
USGS,9058000,8/20/14,1100
USGS,9058000,8/21/14,1160
USGS,9058000,8/22/14,1150
USGS,9058000,8/23/14,1180
USGS,9058000,8/24/14,1190
USGS,9058000,8/25/14,1200
USGS,9058000,8/26/14,1130
USGS,9058000,8/27/14,1100
USGS,9058000,8/28/14,1120
USGS,9058000,8/29/14,1130
USGS,9058000,8/30/14,1170
USGS,9058000,8/31/14,1140
USGS,9058000,9/1/14,1300
USGS,9058000,9/2/14,1220
USGS,9058000,9/3/14,1120
USGS,9058000,9/4/14,1200
USGS,9058000,9/5/14,1220
USGS,9058000,9/6/14,1220
USGS,9058000,9/7/14,1200
USGS,9058000,9/8/14,1190
USGS,9058000,9/9/14,1210
USGS,9058000,9/10/14,1300
USGS,9058000,9/11/14,1340
USGS,9058000,9/12/14,1330
USGS,9058000,9/13/14,1290
USGS,9058000,9/14/14,1280
USGS,9058000,9/15/14,1280
USGS,9058000,9/16/14,1240
USGS,9058000,9/17/14,1230
USGS,9058000,9/18/14,1250
USGS,9058000,9/19/14,1280
USGS,9058000,9/20/14,1300
USGS,9058000,9/21/14,1300
USGS,9058000,9/22/14,1360
USGS,9058000,9/23/14,1410
USGS,9058000,9/24/14,1390
USGS,9058000,9/25/14,1380
USGS,9058000,9/26/14,1390
USGS,9058000,9/27/14,1380
USGS,9058000,9/28/14,1370
USGS,9058000,9/29/14,1390
USGS,9058000,9/30/14,1550
USGS,9058000,10/1/14,1530
USGS,9058000,10/2/14,1370
USGS,9058000,10/3/14,1240
USGS,9058000,10/4/14,1180
USGS,9058000,10/5/14,1230
USGS,9058000,10/6/14,1240
USGS,9058000,10/7/14,1220
USGS,9058000,10/8/14,1270
USGS,9058000,10/9/14,1200
USGS,9058000,10/10/14,1210
USGS,9058000,10/11/14,1220
USGS,9058000,10/12/14,1230
USGS,9058000,10/13/14,1250
USGS,9058000,10/14/14,1220
USGS,9058000,10/15/14,1170
USGS,9058000,10/16/14,1150
USGS,9058000,10/17/14,1130
USGS,9058000,10/18/14,1130
USGS,9058000,10/19/14,1100
USGS,9058000,10/20/14,1100
USGS,9058000,10/21/14,1090
USGS,9058000,10/22/14,1110
USGS,9058000,10/23/14,1090
USGS,9058000,10/24/14,1080
USGS,9058000,10/25/14,1080
USGS,9058000,10/26/14,1070
USGS,9058000,10/27/14,1090
USGS,9058000,10/28/14,1090
USGS,9058000,10/29/14,1050
USGS,9058000,10/30/14,937
USGS,9058000,10/31/14,852
USGS,9058000,11/1/14,749
USGS,9058000,11/2/14,687
USGS,9058000,11/3/14,693
USGS,9058000,11/4/14,691
USGS,9058000,11/5/14,695
USGS,9058000,11/6/14,730
USGS,9058000,11/7/14,728
USGS,9058000,11/8/14,733
USGS,9058000,11/9/14,725
USGS,9058000,11/10/14,648
USGS,9058000,11/11/14,612
USGS,9058000,11/12/14,596
USGS,9058000,11/13/14,539
USGS,9058000,11/14/14,596
USGS,9058000,11/15/14,633
USGS,9058000,11/16/14,587
USGS,9058000,11/17/14,577
USGS,9058000,11/18/14,545
USGS,9058000,11/19/14,594
USGS,9058000,11/20/14,583
USGS,9058000,11/21/14,621
USGS,9058000,11/22/14,612
USGS,9058000,11/23/14,626
USGS,9058000,11/24/14,605
USGS,9058000,11/25/14,572
USGS,9058000,11/26/14,627
USGS,9058000,11/27/14,614
USGS,9058000,11/28/14,611
USGS,9058000,11/29/14,606
USGS,9058000,11/30/14,612
USGS,9058000,12/1/14,610
USGS,9058000,12/2/14,607
USGS,9058000,12/3/14,616
USGS,9058000,12/4/14,615
USGS,9058000,12/5/14,605
USGS,9058000,12/6/14,615
USGS,9058000,12/7/14,621
USGS,9058000,12/8/14,594
USGS,9058000,12/9/14,555
USGS,9058000,12/10/14,554
USGS,9058000,12/11/14,567
USGS,9058000,12/12/14,592
USGS,9058000,12/13/14,570
USGS,9058000,12/14/14,582
USGS,9058000,12/15/14,559
USGS,9058000,12/16/14,473
USGS,9058000,12/17/14,515
USGS,9058000,12/18/14,549
USGS,9058000,12/19/14,558
USGS,9058000,12/20/14,562
USGS,9058000,12/21/14,567
USGS,9058000,12/22/14,551
USGS,9058000,12/23/14,552
USGS,9058000,12/24/14,555
USGS,9058000,12/25/14,568
USGS,9058000,12/26/14,575
USGS,9058000,12/27/14,566
USGS,9058000,12/28/14,545
USGS,9058000,12/29/14,565
USGS,9058000,12/30/14,528
USGS,9058000,12/31/14,475
USGS,9058000,1/1/15,519
USGS,9058000,1/2/15,520
USGS,9058000,1/3/15,520
USGS,9058000,1/4/15,520
USGS,9058000,1/5/15,520
USGS,9058000,1/6/15,520
USGS,9058000,1/7/15,520
USGS,9058000,1/8/15,520
USGS,9058000,1/9/15,520
USGS,9058000,1/10/15,520
USGS,9058000,1/11/15,520
USGS,9058000,1/12/15,522
USGS,9058000,1/13/15,524
USGS,9058000,1/14/15,521
USGS,9058000,1/15/15,511
USGS,9058000,1/16/15,493
USGS,9058000,1/17/15,494
USGS,9058000,1/18/15,495
USGS,9058000,1/19/15,495
USGS,9058000,1/20/15,495
USGS,9058000,1/21/15,497
USGS,9058000,1/22/15,488
USGS,9058000,1/23/15,478
USGS,9058000,1/24/15,469
USGS,9058000,1/25/15,536
USGS,9058000,1/26/15,536
USGS,9058000,1/27/15,516
USGS,9058000,1/28/15,504
USGS,9058000,1/29/15,514
USGS,9058000,1/30/15,526
USGS,9058000,1/31/15,570
USGS,9058000,2/1/15,597
USGS,9058000,2/2/15,623
USGS,9058000,2/3/15,648
USGS,9058000,2/4/15,616
USGS,9058000,2/5/15,594
USGS,9058000,2/6/15,634
USGS,9058000,2/7/15,643
USGS,9058000,2/8/15,641
USGS,9058000,2/9/15,618
USGS,9058000,2/10/15,633
USGS,9058000,2/11/15,648
USGS,9058000,2/12/15,621
USGS,9058000,2/13/15,623
USGS,9058000,2/14/15,618
USGS,9058000,2/15/15,650
USGS,9058000,2/16/15,631
USGS,9058000,2/17/15,606
USGS,9058000,2/18/15,616
USGS,9058000,2/19/15,595
USGS,9058000,2/20/15,601
USGS,9058000,2/21/15,596
USGS,9058000,2/22/15,592
USGS,9058000,2/23/15,583
USGS,9058000,2/24/15,581
USGS,9058000,2/25/15,589
USGS,9058000,2/26/15,590
USGS,9058000,2/27/15,597
USGS,9058000,2/28/15,582
USGS,9058000,3/1/15,586
USGS,9058000,3/2/15,585
USGS,9058000,3/3/15,553
USGS,9058000,3/4/15,537
USGS,9058000,3/5/15,506
USGS,9058000,3/6/15,531
USGS,9058000,3/7/15,559
USGS,9058000,3/8/15,561
USGS,9058000,3/9/15,561
USGS,9058000,3/10/15,568
USGS,9058000,3/11/15,572
USGS,9058000,3/12/15,543
USGS,9058000,3/13/15,563
USGS,9058000,3/14/15,592
USGS,9058000,3/15/15,607
USGS,9058000,3/16/15,697
USGS,9058000,3/17/15,774
USGS,9058000,3/18/15,848
USGS,9058000,3/19/15,839
USGS,9058000,3/20/15,841
USGS,9058000,3/21/15,840
USGS,9058000,3/22/15,870
USGS,9058000,3/23/15,915
USGS,9058000,3/24/15,932
USGS,9058000,3/25/15,890
USGS,9058000,3/26/15,830
USGS,9058000,3/27/15,802
USGS,9058000,3/28/15,832
USGS,9058000,3/29/15,934
USGS,9058000,3/30/15,994
USGS,9058000,3/31/15,993
USGS,9058000,4/1/15,1040
USGS,9058000,4/2/15,1080
USGS,9058000,4/3/15,1040
USGS,9058000,4/4/15,975
USGS,9058000,4/5/15,939
USGS,9058000,4/6/15,941
USGS,9058000,4/7/15,985
USGS,9058000,4/8/15,1020
USGS,9058000,4/9/15,1040
USGS,9058000,4/10/15,1060
USGS,9058000,4/11/15,1040
USGS,9058000,4/12/15,1000
USGS,9058000,4/13/15,937
USGS,9058000,4/14/15,936
USGS,9058000,4/15/15,942
USGS,9058000,4/16/15,1010
USGS,9058000,4/17/15,1110
USGS,9058000,4/18/15,1110
USGS,9058000,4/19/15,1000
USGS,9058000,4/20/15,955
USGS,9058000,4/21/15,944
USGS,9058000,4/22/15,901
USGS,9058000,4/23/15,831
USGS,9058000,4/24/15,803
USGS,9058000,4/25/15,797
USGS,9058000,4/26/15,864
USGS,9058000,4/27/15,909
USGS,9058000,4/28/15,878
USGS,9058000,4/29/15,849
USGS,9058000,4/30/15,892
USGS,9058000,5/1/15,977
USGS,9058000,5/2/15,1470
USGS,9058000,5/3/15,1710
USGS,9058000,5/4/15,1820
USGS,9058000,5/5/15,2020
USGS,9058000,5/6/15,2120
USGS,9058000,5/7/15,2260
USGS,9058000,5/8/15,2510
USGS,9058000,5/9/15,2800
USGS,9058000,5/10/15,2970
USGS,9058000,5/11/15,2960
USGS,9058000,5/12/15,2900
USGS,9058000,5/13/15,2600
USGS,9058000,5/14/15,2610
USGS,9058000,5/15/15,2580
USGS,9058000,5/16/15,2350
USGS,9058000,5/17/15,2310
USGS,9058000,5/18/15,2310
USGS,9058000,5/19/15,2260
USGS,9058000,5/20/15,2430
USGS,9058000,5/21/15,2510
USGS,9058000,5/22/15,2640
USGS,9058000,5/23/15,2930
USGS,9058000,5/24/15,3090
USGS,9058000,5/25/15,3240
USGS,9058000,5/26/15,3430
USGS,9058000,5/27/15,3560
USGS,9058000,5/28/15,3790
USGS,9058000,5/29/15,4270
USGS,9058000,5/30/15,4560
USGS,9058000,5/31/15,4570
USGS,9058000,6/1/15,4620
USGS,9058000,6/2/15,4900
USGS,9058000,6/3/15,5610
USGS,9058000,6/4/15,6080
USGS,9058000,6/5/15,6360
USGS,9058000,6/6/15,6620
USGS,9058000,6/7/15,6660
USGS,9058000,6/8/15,6480
USGS,9058000,6/9/15,5580
USGS,9058000,6/10/15,5090
USGS,9058000,6/11/15,5150
USGS,9058000,6/12/15,5620
USGS,9058000,6/13/15,6240
USGS,9058000,6/14/15,6400
USGS,9058000,6/15/15,6440
USGS,9058000,6/16/15,6440
USGS,9058000,6/17/15,6850
USGS,9058000,6/18/15,7360
USGS,9058000,6/19/15,7820
USGS,9058000,6/20/15,7790
USGS,9058000,6/21/15,7740
USGS,9058000,6/22/15,7590
USGS,9058000,6/23/15,7070
USGS,9058000,6/24/15,6340
USGS,9058000,6/25/15,5240
USGS,9058000,6/26/15,4710
USGS,9058000,6/27/15,4330
USGS,9058000,6/28/15,3870
USGS,9058000,6/29/15,3700
USGS,9058000,6/30/15,3360
USGS,9058000,7/1/15,3330
USGS,9058000,7/2/15,3310
USGS,9058000,7/3/15,3190
USGS,9058000,7/4/15,2960
USGS,9058000,7/5/15,2810
USGS,9058000,7/6/15,2900
USGS,9058000,7/7/15,2880
USGS,9058000,7/8/15,3110
USGS,9058000,7/9/15,3610
USGS,9058000,7/10/15,3940
USGS,9058000,7/11/15,3470
USGS,9058000,7/12/15,2990
USGS,9058000,7/13/15,2710
USGS,9058000,7/14/15,2430
USGS,9058000,7/15/15,2380
USGS,9058000,7/16/15,2350
USGS,9058000,7/17/15,2460
USGS,9058000,7/18/15,2470
USGS,9058000,7/19/15,2320
USGS,9058000,7/20/15,1850
USGS,9058000,7/21/15,1760
USGS,9058000,7/22/15,1680
USGS,9058000,7/23/15,1630
USGS,9058000,7/24/15,1540
USGS,9058000,7/25/15,1520
USGS,9058000,7/26/15,1460
USGS,9058000,7/27/15,1370
USGS,9058000,7/28/15,1220
USGS,9058000,7/29/15,1100
USGS,9058000,7/30/15,1040
USGS,9058000,7/31/15,892
USGS,9058000,8/1/15,921
USGS,9058000,8/2/15,954
USGS,9058000,8/3/15,945
USGS,9058000,8/4/15,996
USGS,9058000,8/5/15,1070
USGS,9058000,8/6/15,976
USGS,9058000,8/7/15,923
USGS,9058000,8/8/15,979
USGS,9058000,8/9/15,991
USGS,9058000,8/10/15,932
USGS,9058000,8/11/15,962
USGS,9058000,8/12/15,1030
USGS,9058000,8/13/15,1080
USGS,9058000,8/14/15,1150
USGS,9058000,8/15/15,1210
USGS,9058000,8/16/15,1230
USGS,9058000,8/17/15,1180
USGS,9058000,8/18/15,1220
USGS,9058000,8/19/15,1200
USGS,9058000,8/20/15,1190
USGS,9058000,8/21/15,1100
USGS,9058000,8/22/15,1080
USGS,9058000,8/23/15,1070
USGS,9058000,8/24/15,1030
USGS,9058000,8/25/15,1120
USGS,9058000,8/26/15,1220
