agency_cd,site_no,datetime,discharge-cuft
USGS,9058000,8/27/15,1330
USGS,9058000,8/28/15,1220
USGS,9058000,8/29/15,1130
USGS,9058000,8/30/15,1110
USGS,9058000,8/31/15,1110
USGS,9058000,9/1/15,1150
USGS,9058000,9/2/15,1180
USGS,9058000,9/3/15,1190
USGS,9058000,9/4/15,1250
USGS,9058000,9/5/15,1290
USGS,9058000,9/6/15,1270
USGS,9058000,9/7/15,1250
USGS,9058000,9/8/15,1260
USGS,9058000,9/9/15,1240
USGS,9058000,9/10/15,1200
USGS,9058000,9/11/15,1170
USGS,9058000,9/12/15,1140
USGS,9058000,9/13/15,1140
USGS,9058000,9/14/15,1130
USGS,9058000,9/15/15,1120
USGS,9058000,9/16/15,1120
USGS,9058000,9/17/15,1090
USGS,9058000,9/18/15,1040
USGS,9058000,9/19/15,1050
USGS,9058000,9/20/15,1000
USGS,9058000,9/21/15,1010
USGS,9058000,9/22/15,971
USGS,9058000,9/23/15,958
USGS,9058000,9/24/15,1170
USGS,9058000,9/25/15,1210
USGS,9058000,9/26/15,1220
USGS,9058000,9/27/15,1220
USGS,9058000,9/28/15,1190
USGS,9058000,9/29/15,1160
USGS,9058000,9/30/15,1110
USGS,9058000,10/1/15,1080
USGS,9058000,10/2/15,1060
USGS,9058000,10/3/15,1010
USGS,9058000,10/4/15,1010
USGS,9058000,10/5/15,1010
USGS,9058000,10/6/15,1020
USGS,9058000,10/7/15,1020
USGS,9058000,10/8/15,1020
USGS,9058000,10/9/15,1010
USGS,9058000,10/10/15,1020
USGS,9058000,10/11/15,1010
USGS,9058000,10/12/15,1010
USGS,9058000,10/13/15,1000
USGS,9058000,10/14/15,1020
USGS,9058000,10/15/15,1030
USGS,9058000,10/16/15,1020
USGS,9058000,10/17/15,1050
USGS,9058000,10/18/15,1050
USGS,9058000,10/19/15,1060
USGS,9058000,10/20/15,1080
USGS,9058000,10/21/15,1090
USGS,9058000,10/22/15,1130
USGS,9058000,10/23/15,1190
USGS,9058000,10/24/15,1180
USGS,9058000,10/25/15,1170
USGS,9058000,10/26/15,1150
USGS,9058000,10/27/15,1150
USGS,9058000,10/28/15,997
USGS,9058000,10/29/15,881
USGS,9058000,10/30/15,844
USGS,9058000,10/31/15,774
USGS,9058000,11/1/15,665
USGS,9058000,11/2/15,618
USGS,9058000,11/3/15,600
USGS,9058000,11/4/15,602
USGS,9058000,11/5/15,604
USGS,9058000,11/6/15,610
USGS,9058000,11/7/15,635
USGS,9058000,11/8/15,633
USGS,9058000,11/9/15,624
USGS,9058000,11/10/15,572
USGS,9058000,11/11/15,557
USGS,9058000,11/12/15,542
USGS,9058000,11/13/15,568
USGS,9058000,11/14/15,577
USGS,9058000,11/15/15,574
USGS,9058000,11/16/15,587
USGS,9058000,11/17/15,555
USGS,9058000,11/18/15,544
USGS,9058000,11/19/15,521
USGS,9058000,11/20/15,537
USGS,9058000,11/21/15,500
USGS,9058000,11/22/15,504
USGS,9058000,11/23/15,510
USGS,9058000,11/24/15,509
USGS,9058000,11/25/15,510
USGS,9058000,11/26/15,534
USGS,9058000,11/27/15,532
USGS,9058000,11/28/15,509
USGS,9058000,11/29/15,499
USGS,9058000,11/30/15,521
USGS,9058000,12/1/15,499
USGS,9058000,12/2/15,530
USGS,9058000,12/3/15,525
USGS,9058000,12/4/15,497
USGS,9058000,12/5/15,466
USGS,9058000,12/6/15,445
USGS,9058000,12/7/15,452
USGS,9058000,12/8/15,453
USGS,9058000,12/9/15,435
USGS,9058000,12/10/15,423
USGS,9058000,12/11/15,441
USGS,9058000,12/12/15,453
USGS,9058000,12/13/15,446
USGS,9058000,12/14/15,400
USGS,9058000,12/15/15,435
USGS,9058000,12/16/15,500
USGS,9058000,12/17/15,483
USGS,9058000,12/18/15,508
USGS,9058000,12/19/15,496
USGS,9058000,12/20/15,493
USGS,9058000,12/21/15,505
USGS,9058000,12/22/15,497
USGS,9058000,12/23/15,503
USGS,9058000,12/24/15,508
USGS,9058000,12/25/15,491
USGS,9058000,12/26/15,479
USGS,9058000,12/27/15,444
USGS,9058000,12/28/15,450
USGS,9058000,12/29/15,476
USGS,9058000,12/30/15,478
USGS,9058000,12/31/15,476
USGS,9058000,1/1/16,459
USGS,9058000,1/2/16,447
USGS,9058000,1/3/16,470
USGS,9058000,1/4/16,493
USGS,9058000,1/5/16,470
USGS,9058000,1/6/16,475
USGS,9058000,1/7/16,453
USGS,9058000,1/8/16,467
USGS,9058000,1/9/16,475
USGS,9058000,1/10/16,478
USGS,9058000,1/11/16,462
USGS,9058000,1/12/16,442
USGS,9058000,1/13/16,453
USGS,9058000,1/14/16,464
USGS,9058000,1/15/16,474
USGS,9058000,1/16/16,471
USGS,9058000,1/17/16,474
USGS,9058000,1/18/16,503
USGS,9058000,1/19/16,486
USGS,9058000,1/20/16,469
USGS,9058000,1/21/16,508
USGS,9058000,1/22/16,503
USGS,9058000,1/23/16,517
USGS,9058000,1/24/16,513
USGS,9058000,1/25/16,542
USGS,9058000,1/26/16,535
USGS,9058000,1/27/16,492
USGS,9058000,1/28/16,461
USGS,9058000,1/29/16,451
USGS,9058000,1/30/16,471
USGS,9058000,1/31/16,470
USGS,9058000,2/1/16,464
USGS,9058000,2/2/16,486
USGS,9058000,2/3/16,483
USGS,9058000,2/4/16,467
USGS,9058000,2/5/16,475
USGS,9058000,2/6/16,472
USGS,9058000,2/7/16,482
USGS,9058000,2/8/16,502
USGS,9058000,2/9/16,502
USGS,9058000,2/10/16,488
USGS,9058000,2/11/16,467
USGS,9058000,2/12/16,466
USGS,9058000,2/13/16,472
USGS,9058000,2/14/16,477
USGS,9058000,2/15/16,505
USGS,9058000,2/16/16,516
USGS,9058000,2/17/16,508
USGS,9058000,2/18/16,514
USGS,9058000,2/19/16,537
USGS,9058000,2/20/16,544
USGS,9058000,2/21/16,527
USGS,9058000,2/22/16,492
USGS,9058000,2/23/16,486
USGS,9058000,2/24/16,478
USGS,9058000,2/25/16,475
USGS,9058000,2/26/16,462
USGS,9058000,2/27/16,452
USGS,9058000,2/28/16,461
USGS,9058000,2/29/16,462
USGS,9058000,3/1/16,461
USGS,9058000,3/2/16,471
USGS,9058000,3/3/16,478
USGS,9058000,3/4/16,472
USGS,9058000,3/5/16,474
USGS,9058000,3/6/16,496
USGS,9058000,3/7/16,503
USGS,9058000,3/8/16,512
USGS,9058000,3/9/16,532
USGS,9058000,3/10/16,526
USGS,9058000,3/11/16,539
USGS,9058000,3/12/16,548
USGS,9058000,3/13/16,560
USGS,9058000,3/14/16,572
USGS,9058000,3/15/16,564
USGS,9058000,3/16/16,529
USGS,9058000,3/17/16,524
USGS,9058000,3/18/16,539
USGS,9058000,3/19/16,537
USGS,9058000,3/20/16,512
USGS,9058000,3/21/16,538
USGS,9058000,3/22/16,575
USGS,9058000,3/23/16,614
USGS,9058000,3/24/16,569
USGS,9058000,3/25/16,569
USGS,9058000,3/26/16,557
USGS,9058000,3/27/16,545
USGS,9058000,3/28/16,551
USGS,9058000,3/29/16,567
USGS,9058000,3/30/16,580
USGS,9058000,3/31/16,546
USGS,9058000,4/1/16,531
USGS,9058000,4/2/16,523
USGS,9058000,4/3/16,563
USGS,9058000,4/4/16,608
USGS,9058000,4/5/16,674
USGS,9058000,4/6/16,675
USGS,9058000,4/7/16,697
USGS,9058000,4/8/16,768
USGS,9058000,4/9/16,805
USGS,9058000,4/10/16,846
USGS,9058000,4/11/16,873
USGS,9058000,4/12/16,699
USGS,9058000,4/13/16,683
USGS,9058000,4/14/16,804
USGS,9058000,4/15/16,835
USGS,9058000,4/16/16,792
USGS,9058000,4/17/16,704
USGS,9058000,4/18/16,673
USGS,9058000,4/19/16,663
USGS,9058000,4/20/16,678
USGS,9058000,4/21/16,699
USGS,9058000,4/22/16,739
USGS,9058000,4/23/16,858
USGS,9058000,4/24/16,1000
USGS,9058000,4/25/16,1010
USGS,9058000,4/26/16,1030
USGS,9058000,4/27/16,1030
USGS,9058000,4/28/16,978
USGS,9058000,4/29/16,977
USGS,9058000,4/30/16,977
USGS,9058000,5/1/16,920
USGS,9058000,5/2/16,901
USGS,9058000,5/3/16,934
USGS,9058000,5/4/16,1010
USGS,9058000,5/5/16,1140
USGS,9058000,5/6/16,1490
USGS,9058000,5/7/16,1770
USGS,9058000,5/8/16,1870
USGS,9058000,5/9/16,1830
USGS,9058000,5/10/16,2120
USGS,9058000,5/11/16,2310
USGS,9058000,5/12/16,2070
USGS,9058000,5/13/16,2000
USGS,9058000,5/14/16,2090
USGS,9058000,5/15/16,2260
USGS,9058000,5/16/16,2650
USGS,9058000,5/17/16,2920
USGS,9058000,5/18/16,2870
USGS,9058000,5/19/16,3040
USGS,9058000,5/20/16,3180
USGS,9058000,5/21/16,3250
USGS,9058000,5/22/16,3440
USGS,9058000,5/23/16,3580
USGS,9058000,5/24/16,3530
USGS,9058000,5/25/16,3250
USGS,9058000,5/26/16,3000
USGS,9058000,5/27/16,2840
USGS,9058000,5/28/16,2640
USGS,9058000,5/29/16,2530
USGS,9058000,5/30/16,2610
USGS,9058000,5/31/16,2570
USGS,9058000,6/1/16,2620
USGS,9058000,6/2/16,2760
USGS,9058000,6/3/16,2920
USGS,9058000,6/4/16,3620
USGS,9058000,6/5/16,4200
USGS,9058000,6/6/16,4470
USGS,9058000,6/7/16,4560
USGS,9058000,6/8/16,4690
USGS,9058000,6/9/16,4770
USGS,9058000,6/10/16,4640
USGS,9058000,6/11/16,3950
USGS,9058000,6/12/16,3700
USGS,9058000,6/13/16,3780
USGS,9058000,6/14/16,4060
USGS,9058000,6/15/16,4010
USGS,9058000,6/16/16,3710
USGS,9058000,6/17/16,3440
USGS,9058000,6/18/16,3260
USGS,9058000,6/19/16,3220
USGS,9058000,6/20/16,3220
USGS,9058000,6/21/16,3220
USGS,9058000,6/22/16,3470
USGS,9058000,6/23/16,4060
USGS,9058000,6/24/16,4480
USGS,9058000,6/25/16,4420
USGS,9058000,6/26/16,4040
USGS,9058000,6/27/16,3390
USGS,9058000,6/28/16,2620
USGS,9058000,6/29/16,2580
USGS,9058000,6/30/16,2370
USGS,9058000,7/1/16,2260
USGS,9058000,7/2/16,2440
USGS,9058000,7/3/16,2640
USGS,9058000,7/4/16,2470
USGS,9058000,7/5/16,2350
USGS,9058000,7/6/16,2230
USGS,9058000,7/7/16,1990
USGS,9058000,7/8/16,1860
USGS,9058000,7/9/16,1720
USGS,9058000,7/10/16,1700
USGS,9058000,7/11/16,1610
USGS,9058000,7/12/16,1490
USGS,9058000,7/13/16,1340
USGS,9058000,7/14/16,1210
USGS,9058000,7/15/16,1120
USGS,9058000,7/16/16,1030
USGS,9058000,7/17/16,1030
USGS,9058000,7/18/16,1030
USGS,9058000,7/19/16,1060
USGS,9058000,7/20/16,1030
USGS,9058000,7/21/16,995
USGS,9058000,7/22/16,1210
USGS,9058000,7/23/16,1260
USGS,9058000,7/24/16,1130
USGS,9058000,7/25/16,1000
USGS,9058000,7/26/16,1010
USGS,9058000,7/27/16,1010
USGS,9058000,7/28/16,1060
USGS,9058000,7/29/16,994
USGS,9058000,7/30/16,971
USGS,9058000,7/31/16,953
USGS,9058000,8/1/16,985
USGS,9058000,8/2/16,1090
USGS,9058000,8/3/16,1080
USGS,9058000,8/4/16,1060
USGS,9058000,8/5/16,1090
USGS,9058000,8/6/16,1190
USGS,9058000,8/7/16,1220
USGS,9058000,8/8/16,1190
USGS,9058000,8/9/16,1210
USGS,9058000,8/10/16,1160
USGS,9058000,8/11/16,1200
USGS,9058000,8/12/16,1180
USGS,9058000,8/13/16,1160
USGS,9058000,8/14/16,1160
USGS,9058000,8/15/16,1160
USGS,9058000,8/16/16,1130
USGS,9058000,8/17/16,1040
USGS,9058000,8/18/16,1160
USGS,9058000,8/19/16,1210
USGS,9058000,8/20/16,1190
USGS,9058000,8/21/16,1160
USGS,9058000,8/22/16,1210
USGS,9058000,8/23/16,1170
USGS,9058000,8/24/16,1170
USGS,9058000,8/25/16,1270
USGS,9058000,8/26/16,1280
USGS,9058000,8/27/16,1270
USGS,9058000,8/28/16,1260
USGS,9058000,8/29/16,1270
USGS,9058000,8/30/16,1260
USGS,9058000,8/31/16,1230
USGS,9058000,9/1/16,1190
USGS,9058000,9/2/16,1190
USGS,9058000,9/3/16,1190
USGS,9058000,9/4/16,1180
USGS,9058000,9/5/16,1180
USGS,9058000,9/6/16,1170
USGS,9058000,9/7/16,1210
USGS,9058000,9/8/16,1200
USGS,9058000,9/9/16,1200
USGS,9058000,9/10/16,1200
USGS,9058000,9/11/16,1200
USGS,9058000,9/12/16,1180
USGS,9058000,9/13/16,1150
USGS,9058000,9/14/16,1150
USGS,9058000,9/15/16,1090
USGS,9058000,9/16/16,1090
USGS,9058000,9/17/16,1080
USGS,9058000,9/18/16,1070
USGS,9058000,9/19/16,1050
USGS,9058000,9/20/16,1030
USGS,9058000,9/21/16,1010
USGS,9058000,9/22/16,1000
USGS,9058000,9/23/16,1010
USGS,9058000,9/24/16,1010
USGS,9058000,9/25/16,1010
USGS,9058000,9/26/16,1010
USGS,9058000,9/27/16,1010
USGS,9058000,9/28/16,1000
USGS,9058000,9/29/16,977
USGS,9058000,9/30/16,985
USGS,9058000,10/1/16,1020
USGS,9058000,10/2/16,1030
USGS,9058000,10/3/16,1030
USGS,9058000,10/4/16,1030
USGS,9058000,10/5/16,975
USGS,9058000,10/6/16,969
USGS,9058000,10/7/16,978
USGS,9058000,10/8/16,963
USGS,9058000,10/9/16,954
USGS,9058000,10/10/16,950
USGS,9058000,10/11/16,990
USGS,9058000,10/12/16,1040
USGS,9058000,10/13/16,1070
USGS,9058000,10/14/16,1060
USGS,9058000,10/15/16,1060
USGS,9058000,10/16/16,1060
USGS,9058000,10/17/16,1050
USGS,9058000,10/18/16,1030
USGS,9058000,10/19/16,1090
USGS,9058000,10/20/16,1070
USGS,9058000,10/21/16,1060
USGS,9058000,10/22/16,1030
USGS,9058000,10/23/16,1030
USGS,9058000,10/24/16,1040
USGS,9058000,10/25/16,956
USGS,9058000,10/26/16,950
USGS,9058000,10/27/16,927
USGS,9058000,10/28/16,866
USGS,9058000,10/29/16,814
USGS,9058000,10/30/16,748
USGS,9058000,10/31/16,696
USGS,9058000,11/1/16,676
USGS,9058000,11/2/16,634
USGS,9058000,11/3/16,619
USGS,9058000,11/4/16,590
USGS,9058000,11/5/16,585
USGS,9058000,11/6/16,585
USGS,9058000,11/7/16,576
USGS,9058000,11/8/16,560
USGS,9058000,11/9/16,554
USGS,9058000,11/10/16,526
USGS,9058000,11/11/16,527
USGS,9058000,11/12/16,525
USGS,9058000,11/13/16,519
USGS,9058000,11/14/16,519
USGS,9058000,11/15/16,518
USGS,9058000,11/16/16,478
USGS,9058000,11/17/16,480
USGS,9058000,11/18/16,459
USGS,9058000,11/19/16,424
USGS,9058000,11/20/16,463
USGS,9058000,11/21/16,494
USGS,9058000,11/22/16,508
USGS,9058000,11/23/16,492
USGS,9058000,11/24/16,496
USGS,9058000,11/25/16,454
USGS,9058000,11/26/16,459
USGS,9058000,11/27/16,487
USGS,9058000,11/28/16,499
USGS,9058000,11/29/16,496
USGS,9058000,11/30/16,483
USGS,9058000,12/1/16,471
USGS,9058000,12/2/16,473
USGS,9058000,12/3/16,437
USGS,9058000,12/4/16,445
USGS,9058000,12/5/16,443
USGS,9058000,12/6/16,411
USGS,9058000,12/7/16,396
USGS,9058000,12/8/16,340
USGS,9058000,12/9/16,420
USGS,9058000,12/10/16,467
USGS,9058000,12/11/16,468
USGS,9058000,12/12/16,449
USGS,9058000,12/13/16,459
USGS,9058000,12/14/16,478
USGS,9058000,12/15/16,494
USGS,9058000,12/16/16,521
USGS,9058000,12/17/16,488
USGS,9058000,12/18/16,410
USGS,9058000,12/19/16,435
USGS,9058000,12/20/16,487
USGS,9058000,12/21/16,523
USGS,9058000,12/22/16,512
USGS,9058000,12/23/16,493
USGS,9058000,12/24/16,474
USGS,9058000,12/25/16,513
USGS,9058000,12/26/16,480
USGS,9058000,12/27/16,437
USGS,9058000,12/28/16,489
USGS,9058000,12/29/16,486
USGS,9058000,12/30/16,462
USGS,9058000,12/31/16,468
USGS,9058000,1/1/17,457
USGS,9058000,1/2/17,474
USGS,9058000,1/3/17,465
USGS,9058000,1/4/17,463
USGS,9058000,1/5/17,430
USGS,9058000,1/6/17,449
USGS,9058000,1/7/17,441
USGS,9058000,1/8/17,501
USGS,9058000,1/9/17,572
USGS,9058000,1/10/17,581
USGS,9058000,1/11/17,559
USGS,9058000,1/12/17,576
USGS,9058000,1/13/17,572
USGS,9058000,1/14/17,567
USGS,9058000,1/15/17,558
USGS,9058000,1/16/17,554
USGS,9058000,1/17/17,542
USGS,9058000,1/18/17,545
USGS,9058000,1/19/17,513
USGS,9058000,1/20/17,512
USGS,9058000,1/21/17,497
USGS,9058000,1/22/17,505
USGS,9058000,1/23/17,506
USGS,9058000,1/24/17,511
USGS,9058000,1/25/17,526
USGS,9058000,1/26/17,502
USGS,9058000,1/27/17,483
USGS,9058000,1/28/17,487
USGS,9058000,1/29/17,478
USGS,9058000,1/30/17,478
USGS,9058000,1/31/17,474
USGS,9058000,2/1/17,468
USGS,9058000,2/2/17,455
USGS,9058000,2/3/17,447
USGS,9058000,2/4/17,445
USGS,9058000,2/5/17,447
USGS,9058000,2/6/17,479
USGS,9058000,2/7/17,477
USGS,9058000,2/8/17,502
USGS,9058000,2/9/17,549
USGS,9058000,2/10/17,618
USGS,9058000,2/11/17,674
USGS,9058000,2/12/17,560
USGS,9058000,2/13/17,543
USGS,9058000,2/14/17,539
USGS,9058000,2/15/17,528
USGS,9058000,2/16/17,518
USGS,9058000,2/17/17,505
USGS,9058000,2/18/17,526
USGS,9058000,2/19/17,520
USGS,9058000,2/20/17,521
USGS,9058000,2/21/17,522
USGS,9058000,2/22/17,547
USGS,9058000,2/23/17,543
USGS,9058000,2/24/17,512
USGS,9058000,2/25/17,478
USGS,9058000,2/26/17,497
USGS,9058000,2/27/17,549
USGS,9058000,2/28/17,503
USGS,9058000,3/1/17,519
USGS,9058000,3/2/17,514
USGS,9058000,3/3/17,513
USGS,9058000,3/4/17,512
USGS,9058000,3/5/17,527
USGS,9058000,3/6/17,478
USGS,9058000,3/7/17,436
USGS,9058000,3/8/17,493
USGS,9058000,3/9/17,498
USGS,9058000,3/10/17,521
USGS,9058000,3/11/17,554
USGS,9058000,3/12/17,569
USGS,9058000,3/13/17,546
USGS,9058000,3/14/17,577
USGS,9058000,3/15/17,607
USGS,9058000,3/16/17,639
USGS,9058000,3/17/17,688
USGS,9058000,3/18/17,735
USGS,9058000,3/19/17,761
USGS,9058000,3/20/17,810
USGS,9058000,3/21/17,861
USGS,9058000,3/22/17,836
USGS,9058000,3/23/17,804
USGS,9058000,3/24/17,818
USGS,9058000,3/25/17,765
USGS,9058000,3/26/17,746
USGS,9058000,3/27/17,740
USGS,9058000,3/28/17,703
USGS,9058000,3/29/17,692
USGS,9058000,3/30/17,678
USGS,9058000,3/31/17,678
USGS,9058000,4/1/17,657
USGS,9058000,4/2/17,648
USGS,9058000,4/3/17,664
USGS,9058000,4/4/17,741
USGS,9058000,4/5/17,700
USGS,9058000,4/6/17,692
USGS,9058000,4/7/17,706
USGS,9058000,4/8/17,740
USGS,9058000,4/9/17,812
USGS,9058000,4/10/17,820
USGS,9058000,4/11/17,772
USGS,9058000,4/12/17,766
USGS,9058000,4/13/17,778
USGS,9058000,4/14/17,867
USGS,9058000,4/15/17,962
USGS,9058000,4/16/17,995
USGS,9058000,4/17/17,1010
USGS,9058000,4/18/17,1030
USGS,9058000,4/19/17,1100
USGS,9058000,4/20/17,1160
USGS,9058000,4/21/17,1160
USGS,9058000,4/22/17,1100
USGS,9058000,4/23/17,1020
USGS,9058000,4/24/17,993
USGS,9058000,4/25/17,1040
USGS,9058000,4/26/17,1050
USGS,9058000,4/27/17,1050
USGS,9058000,4/28/17,1020
USGS,9058000,4/29/17,976
USGS,9058000,4/30/17,927
USGS,9058000,5/1/17,900
USGS,9058000,5/2/17,918
USGS,9058000,5/3/17,923
USGS,9058000,5/4/17,929
USGS,9058000,5/5/17,929
USGS,9058000,5/6/17,958
USGS,9058000,5/7/17,1070
USGS,9058000,5/8/17,1250
USGS,9058000,5/9/17,1370
USGS,9058000,5/10/17,1480
USGS,9058000,5/11/17,1880
USGS,9058000,5/12/17,2010
USGS,9058000,5/13/17,1840
USGS,9058000,5/14/17,1990
USGS,9058000,5/15/17,2180
USGS,9058000,5/16/17,2230
USGS,9058000,5/17/17,2190
USGS,9058000,5/18/17,2080
USGS,9058000,5/19/17,2060
USGS,9058000,5/20/17,1950
USGS,9058000,5/21/17,1790
USGS,9058000,5/22/17,1750
USGS,9058000,5/23/17,1700
USGS,9058000,5/24/17,1640
USGS,9058000,5/25/17,1610
USGS,9058000,5/26/17,1870
USGS,9058000,5/27/17,1940
USGS,9058000,5/28/17,2040
USGS,9058000,5/29/17,1980
USGS,9058000,5/30/17,1890
USGS,9058000,5/31/17,1880
USGS,9058000,6/1/17,1920
USGS,9058000,6/2/17,1920
USGS,9058000,6/3/17,1990
USGS,9058000,6/4/17,2230
USGS,9058000,6/5/17,2520
USGS,9058000,6/6/17,3510
USGS,9058000,6/7/17,4200
USGS,9058000,6/8/17,4250
USGS,9058000,6/9/17,4280
USGS,9058000,6/10/17,3940
USGS,9058000,6/11/17,3680
USGS,9058000,6/12/17,3560
USGS,9058000,6/13/17,3250
USGS,9058000,6/14/17,2980
USGS,9058000,6/15/17,2900
USGS,9058000,6/16/17,2790
USGS,9058000,6/17/17,2870
USGS,9058000,6/18/17,2980
USGS,9058000,6/19/17,2970
USGS,9058000,6/20/17,2950
USGS,9058000,6/21/17,3150
USGS,9058000,6/22/17,3550
USGS,9058000,6/23/17,3770
USGS,9058000,6/24/17,3500
USGS,9058000,6/25/17,3080
USGS,9058000,6/26/17,2490
USGS,9058000,6/27/17,2120
USGS,9058000,6/28/17,1980
USGS,9058000,6/29/17,1890
USGS,9058000,6/30/17,2060
USGS,9058000,7/1/17,1800
USGS,9058000,7/2/17,1610
USGS,9058000,7/3/17,1690
USGS,9058000,7/4/17,1660
USGS,9058000,7/5/17,1650
USGS,9058000,7/6/17,1690
USGS,9058000,7/7/17,1750
USGS,9058000,7/8/17,1720
USGS,9058000,7/9/17,1620
USGS,9058000,7/10/17,1540
USGS,9058000,7/11/17,1550
USGS,9058000,7/12/17,1670
USGS,9058000,7/13/17,1870
USGS,9058000,7/14/17,1850
USGS,9058000,7/15/17,1710
USGS,9058000,7/16/17,1530
USGS,9058000,7/17/17,1430
USGS,9058000,7/18/17,1350
USGS,9058000,7/19/17,1240
USGS,9058000,7/20/17,1180
USGS,9058000,7/21/17,1190
USGS,9058000,7/22/17,1260
USGS,9058000,7/23/17,1330
USGS,9058000,7/24/17,1270
USGS,9058000,7/25/17,1130
USGS,9058000,7/26/17,1110
USGS,9058000,7/27/17,1180
USGS,9058000,7/28/17,1180
USGS,9058000,7/29/17,1150
USGS,9058000,7/30/17,1160
USGS,9058000,7/31/17,1150
USGS,9058000,8/1/17,1160
USGS,9058000,8/2/17,1110
USGS,9058000,8/3/17,1070
USGS,9058000,8/4/17,1080
USGS,9058000,8/5/17,1060
USGS,9058000,8/6/17,1060
USGS,9058000,8/7/17,1030
USGS,9058000,8/8/17,1060
USGS,9058000,8/9/17,1130
USGS,9058000,8/10/17,1200
USGS,9058000,8/11/17,1330
USGS,9058000,8/12/17,1340
USGS,9058000,8/13/17,1350
USGS,9058000,8/14/17,1340
USGS,9058000,8/15/17,1340
USGS,9058000,8/16/17,1340
USGS,9058000,8/17/17,1300
USGS,9058000,8/18/17,1280
USGS,9058000,8/19/17,1300
USGS,9058000,8/20/17,1250
USGS,9058000,8/21/17,1200
USGS,9058000,8/22/17,1180
USGS,9058000,8/23/17,1190
USGS,9058000,8/24/17,1380
USGS,9058000,8/25/17,1430
USGS,9058000,8/26/17,1420
USGS,9058000,8/27/17,1470
USGS,9058000,8/28/17,1440
USGS,9058000,8/29/17,1430
USGS,9058000,8/30/17,1410
USGS,9058000,8/31/17,1410
USGS,9058000,9/1/17,1420
USGS,9058000,9/2/17,1440
USGS,9058000,9/3/17,1450
USGS,9058000,9/4/17,1440
USGS,9058000,9/5/17,1440
USGS,9058000,9/6/17,1410
USGS,9058000,9/7/17,1390
USGS,9058000,9/8/17,1410
USGS,9058000,9/9/17,1420
USGS,9058000,9/10/17,1410
USGS,9058000,9/11/17,1430
USGS,9058000,9/12/17,1390
USGS,9058000,9/13/17,1380
USGS,9058000,9/14/17,1370
USGS,9058000,9/15/17,1330
USGS,9058000,9/16/17,1310
USGS,9058000,9/17/17,1310
USGS,9058000,9/18/17,1320
USGS,9058000,9/19/17,1290
USGS,9058000,9/20/17,1230
USGS,9058000,9/21/17,1220
USGS,9058000,9/22/17,1200
USGS,9058000,9/23/17,1210
USGS,9058000,9/24/17,1230
USGS,9058000,9/25/17,1230
USGS,9058000,9/26/17,1250
USGS,9058000,9/27/17,1300
USGS,9058000,9/28/17,1260
USGS,9058000,9/29/17,1300
USGS,9058000,9/30/17,1300
USGS,9058000,10/1/17,1330
USGS,9058000,10/2/17,1330
USGS,9058000,10/3/17,1280
USGS,9058000,10/4/17,1330
USGS,9058000,10/5/17,1390
USGS,9058000,10/6/17,1380
USGS,9058000,10/7/17,1370
USGS,9058000,10/8/17,1330
USGS,9058000,10/9/17,1140
USGS,9058000,10/10/17,1100
USGS,9058000,10/11/17,1070
USGS,9058000,10/12/17,1070
USGS,9058000,10/13/17,1110
USGS,9058000,10/14/17,1130
USGS,9058000,10/15/17,1130
USGS,9058000,10/16/17,1130
USGS,9058000,10/17/17,1090
USGS,9058000,10/18/17,1160
USGS,9058000,10/19/17,1160
USGS,9058000,10/20/17,1170
USGS,9058000,10/21/17,1140
USGS,9058000,10/22/17,1140
USGS,9058000,10/23/17,1130
USGS,9058000,10/24/17,1090
USGS,9058000,10/25/17,1070
USGS,9058000,10/26/17,986
USGS,9058000,10/27/17,919
USGS,9058000,10/28/17,848
USGS,9058000,10/29/17,782
USGS,9058000,10/30/17,723
USGS,9058000,10/31/17,667
USGS,9058000,11/1/17,617
USGS,9058000,11/2/17,621
USGS,9058000,11/3/17,613
USGS,9058000,11/4/17,595
USGS,9058000,11/5/17,629
USGS,9058000,11/6/17,645
USGS,9058000,11/7/17,687
USGS,9058000,11/8/17,687
USGS,9058000,11/9/17,682
USGS,9058000,11/10/17,669
USGS,9058000,11/11/17,671
USGS,9058000,11/12/17,667
USGS,9058000,11/13/17,654
USGS,9058000,11/14/17,609
USGS,9058000,11/15/17,567
USGS,9058000,11/16/17,568
USGS,9058000,11/17/17,552
USGS,9058000,11/18/17,564
USGS,9058000,11/19/17,537
USGS,9058000,11/20/17,521
USGS,9058000,11/21/17,541
USGS,9058000,11/22/17,588
USGS,9058000,11/23/17,580
USGS,9058000,11/24/17,565
USGS,9058000,11/25/17,553
USGS,9058000,11/26/17,550
USGS,9058000,11/27/17,540
USGS,9058000,11/28/17,535
USGS,9058000,11/29/17,529
USGS,9058000,11/30/17,507
USGS,9058000,12/1/17,510
USGS,9058000,12/2/17,529
USGS,9058000,12/3/17,530
USGS,9058000,12/4/17,520
USGS,9058000,12/5/17,453
USGS,9058000,12/6/17,444
USGS,9058000,12/7/17,443
USGS,9058000,12/8/17,410
USGS,9058000,12/9/17,407
USGS,9058000,12/10/17,429
USGS,9058000,12/11/17,444
USGS,9058000,12/12/17,425
USGS,9058000,12/13/17,423
USGS,9058000,12/14/17,415
USGS,9058000,12/15/17,410
USGS,9058000,12/16/17,410
USGS,9058000,12/17/17,401
USGS,9058000,12/18/17,415
USGS,9058000,12/19/17,405
USGS,9058000,12/20/17,396
USGS,9058000,12/21/17,392
