X,Y,ArcticDEM1
-2205650,437850,281.1076965
-2205550,437850,279.9523315
-2205450,437950,279.1055298
-2205350,437950,278.3568726
-2205250,438050,278.0808716
-2205150,438050,277.5279236
-2205150,438050,277.5279236
-2205050,438150,276.5796204
-2204950,438250,274.8822021
-2204950,438250,274.8822021
-2204950,438350,274.9542236
-2204850,438450,273.8761902
-2204850,438550,273.6230469
-2204850,438550,273.6230469
-2204750,438650,273.4017029
-2204650,438750,273.2103882
-2204550,438850,272.6066284
-2204450,438950,271.8702087
-2204450,438950,271.8702087
-2204450,439050,271.5151062
-2204450,439150,271.4391174
-2204350,439250,270.4095154
-2204350,439350,270.6463623
-2204350,439450,270.8729553
-2204350,439450,270.8729553
-2204250,439550,270.3771057
-2204150,439650,270.0391235
-2204150,439750,270.1668701
-2204050,439850,269.6549072
-2204050,439850,269.6549072
-2203950,439950,269.1606445
-2203850,439950,268.6953735
-2203750,440050,268.2394714
-2203650,440050,267.8000183
-2203550,440150,267.2315063
-2203450,440150,266.7990723
-2203450,440150,266.7990723
-2203350,440150,266.2159119
-2203250,440150,265.933075
-2203150,440250,265.4386292
-2203050,440250,265.3287048
-2202950,440250,264.9734192
-2202850,440250,264.5766602
-2202850,440250,264.5766602
-2202750,440250,264.1075745
-2202650,440250,263.5765686
-2202550,440250,263.1255798
-2202450,440250,262.8697205
-2202350,440250,262.4105225
-2202350,440250,262.4105225
-2202250,440250,262.0504761
-2202150,440250,261.7098389
-2202050,440250,261.2530823
-2201950,440350,260.2823792
-2201850,440350,260.0679626
-2201750,440350,259.9549561
-2201650,440350,259.7241821
-2201650,440350,259.7241821
-2201550,440350,259.4892578
-2201450,440250,259.0345459
-2201350,440250,258.7936096
-2201250,440250,258.42099
-2201250,440250,258.42099
-2201150,440150,257.8226013
-2201050,440150,257.6118774
-2200950,440050,257.1175232
-2200850,440050,256.9849854
-2200750,439950,256.690979
-2200650,439950,256.5208435
-2200650,439950,256.5208435
-2200550,439950,256.1781311
-2200450,439850,255.6731873
-2200350,439850,255.3683777
-2200250,439850,255.1729889
-2200150,439750,254.8064423
-2200050,439750,254.4864807
-2200050,439750,254.4864807
-2199950,439650,254.2716827
-2199850,439650,253.9889221
-2199750,439550,253.5366974
-2199650,439550,253.2121124
-2199650,439550,253.2121124
-2199550,439450,252.5914459
-2199450,439350,252.2088165
-2199350,439350,251.8612213
-2199250,439250,251.3488464
-2199150,439150,250.8688354
-2199150,439150,250.8688354
-2199050,439150,250.4336853
-2198950,439050,250.1451416
-2198850,439050,249.7578888
-2198750,439050,249.4234467
-2198650,438950,248.9838257
-2198550,438950,248.5871124
-2198550,438950,248.5871124
-2198450,438950,248.2683563
-2198350,438850,247.7234344
-2198250,438850,247.2374115
-2198150,438850,246.687027
-2198150,438850,246.687027
-2198050,438850,246.2827759
-2197950,438750,245.9456177
-2197850,438750,245.4847565
-2197750,438650,245.5403442
-2197650,438650,244.9353943
-2197650,438650,244.9353943
-2197550,438550,244.3934479
-2197450,438550,244.7610626
-2197350,438450,244.8988495
-2197350,438450,244.8988495
-2197250,438450,243.7768402
-2197150,438450,242.9143372
-2197050,438350,243.0383453
-2196950,438350,242.595047
-2196850,438350,242.1031952
-2196750,438350,241.4709625
-2196750,438350,241.4709625
-2196650,438350,240.8698578
-2196550,438350,240.4520111
-2196450,438250,240.0125427
-2196350,438250,239.810379
-2196250,438250,239.4794006
-2196150,438250,238.9042969
-2196150,438250,238.9042969
-2196050,438150,238.8086395
-2195950,438150,238.3044128
-2195950,438150,238.3044128
-2195850,438150,237.6104736
-2195750,438150,237.3400421
-2195650,438150,237.1933441
-2195550,438150,236.7682037
-2195550,438150,236.7682037
-2195450,438050,236.3913574
-2195350,438050,235.9420624
-2195250,437950,235.6650696
-2195250,437950,235.6650696
-2195150,437950,235.1429138
-2195050,437850,234.4892273
-2194950,437850,234.1447449
-2194850,437750,233.8276367
-2194750,437750,233.2797089
-2194750,437750,233.2797089
-2194650,437750,232.7500153
-2194550,437750,232.4429474
-2194450,437650,231.9694366
-2194350,437650,231.6790161
-2194250,437650,231.3651581
-2194250,437650,231.3651581
-2194150,437650,230.8583679
-2194050,437650,230.4629822
-2193950,437650,230.0202637
-2193850,437650,229.4726257
-2193750,437650,228.9828339
-2193650,437650,228.6042023
-2193650,437650,228.6042023
-2193550,437650,228.1889496
-2193450,437650,227.7471619
-2193350,437650,227.4605865
-2193250,437650,227.227951
-2193150,437650,226.8628235
-2193150,437650,226.8628235
-2193050,437650,226.3934937
-2192950,437650,226.0599823
-2192850,437650,225.5986786
-2192750,437650,225.2207947
-2192650,437650,225.0135956
-2192650,437650,225.0135956
-2192550,437750,224.8932953
-2192450,437850,225.0587921
-2192450,437850,225.0587921
-2192350,437850,224.6741028
-2192250,437950,224.1204529
-2192150,437950,223.821106
-2192050,437950,223.4011078
-2192050,437950,223.4011078
-2191950,437950,222.8555908
-2191850,437950,222.4454956
-2191750,437950,222.0919647
-2191650,438050,221.6737976
-2191550,438050,221.2933502
-2191450,438050,220.9654846
-2191350,438050,220.7249756
-2191350,438050,220.7249756
-2191250,437950,220.3153381
-2191150,437950,220.0316162
-2191050,437850,219.7950592
-2190950,437850,219.4071808
-2190950,437850,219.4071808
-2190850,437850,218.9104156
-2190750,437750,218.378891
-2190650,437750,217.8667603
-2190550,437650,217.2533722
-2190450,437650,217.0321655
-2190450,437650,217.0321655
-2190350,437650,216.8538666
-2190250,437650,216.5357208
-2190150,437550,216.0505371
-2190050,437550,215.6991425
-2189950,437550,215.3336792
-2189850,437550,214.9212036
-2189850,437550,214.9212036
-2189750,437550,214.4942474
-2189650,437550,214.1454926
-2189550,437550,213.6835327
-2189450,437550,213.40979
-2189350,437550,213.2250214
-2189250,437550,213.281189
-2189150,437550,212.9422913
-2189050,437550,212.5550232
-2189050,437550,212.5550232
-2188950,437550,211.9696808
-2188850,437550,211.4973602
-2188750,437550,211.0194855
-2188750,437550,211.0194855
-2188650,437450,210.2157898
-2188550,437450,209.5970001
-2188450,437350,209.2577057
-2188350,437350,208.7714691
-2188250,437250,208.1650391
-2188150,437250,207.8157349
-2188150,437250,207.8157349
-2188050,437150,207.6435242
-2187950,437150,207.2753601
-2187850,437050,206.7662048
-2187750,437050,206.5378265
-2187750,437050,206.5378265
-2187650,436950,205.9430237
-2187550,436850,205.3302307
-2187550,436750,205.023407
-2187450,436650,204.345047
-2187350,436550,204.0308685
-2187350,436550,204.0308685
-2187250,436450,203.6976776
-2187150,436350,203.1292877
-2187050,436250,202.6585693
-2186950,436250,202.6430969
-2186850,436150,202.2727814
-2186750,436050,201.7511444
-2186750,436050,201.7511444
-2186650,435950,201.3791351
-2186550,435850,200.9271545
-2186450,435850,200.601059
-2186350,435750,199.9882965
-2186350,435750,199.9882965
-2186250,435750,199.5062256
-2186150,435650,198.9989624
-2186050,435650,198.747879
-2185950,435550,198.4009094
-2185850,435550,198.1164093
-2185750,435450,197.5385132
-2185650,435450,197.1231079
-2185650,435450,197.1231079
-2185550,435450,196.7302094
-2185450,435450,196.3047791
-2185350,435450,195.8270264
-2185250,435350,195.5030212
-2185150,435350,194.9305878
-2185050,435350,194.4837494
-2184950,435350,194.1297913
-2184950,435350,194.1297913
-2184850,435250,193.7720032
-2184750,435150,193.7461853
-2184750,435050,193.6287689
-2184650,434950,193.0752258
-2184550,434850,192.586792
-2184550,434850,192.586792
-2184450,434750,191.8546448
-2184350,434750,191.7077942
-2184250,434650,191.3567963
-2184250,434650,191.3567963
-2184150,434550,191.2397461
-2184150,434450,191.8388977
-2184050,434350,190.4308014
-2184050,434250,190.6315308
-2183950,434150,193.6698303
-2183950,434150,193.6698303
-2183850,434050,204.9315033
-2183750,433950,204.0544891
-2183650,433950,193.6939392
-2183550,433850,205.5283813
-2183550,433850,205.5283813
-2183450,433850,197.788681
-2183350,433850,192.7892761
-2183250,433850,189.6353607
-2183250,433850,189.6353607
-2183150,433950,187.7947235
-2183050,434050,187.3542328
-2182950,434050,186.9085999
-2182850,434150,186.7240753
-2182850,434150,186.7240753
-2182750,434250,186.213562
-2182650,434350,185.8527222
-2182550,434450,185.1069183
-2182450,434550,186.1833496
-2182450,434550,186.1833496
-2182350,434550,185.2528381
-2182250,434550,184.5028687
-2182150,434550,183.8013916
-2182050,434550,183.6332703
-2182050,434550,183.6332703
-2181950,434450,183.5641937
-2181850,434350,182.9269104
-2181750,434250,182.611557
-2181750,434250,182.611557
-2181750,434150,182.7151337
-2181650,434050,182.3972931
-2181650,433950,182.995224
-2181650,433950,182.995224
-2181550,433950,181.8024902
-2181450,433850,181.329361
-2181350,433850,181.0020599
-2181350,433850,181.0020599
-2181250,433850,181.0126801
-2181150,433750,180.4687195
-2181050,433750,180.1521606
-2180950,433750,179.9765167
-2180850,433650,183.5297241
-2180750,433650,183.3541718
-2180750,433650,183.3541718
-2180650,433650,182.9232178
-2180550,433650,182.60849
-2180450,433750,178.7651062
-2180350,433750,180.7061615
-2180250,433750,182.7550812
-2180250,433750,182.7550812
-2180150,433750,183.0979004
-2180050,433850,180.1077576
-2179950,433850,179.6877136
-2179850,433850,178.5672302
-2179750,433850,177.4772491
-2179650,433950,176.2380219
-2179550,433950,175.9912872
-2179550,433950,175.9912872
-2179450,433950,175.7737579
-2179350,433950,175.4576263
-2179250,433950,175.220871
-2179150,433950,175.0401001
-2179150,433950,175.0401001
-2179050,433850,174.8314514
-2178950,433850,174.5574188
-2178850,433750,174.3304291
-2178750,433750,174.2300415
-2178650,433650,173.7756042
-2178650,433650,173.7756042
-2178550,433550,173.6009521
-2178450,433450,173.8892517
-2178450,433350,172.9865875
-2178350,433250,172.7051544
-2178350,433250,172.7051544
-2178250,433150,172.1820984
-2178250,433050,171.8340454
-2178150,432950,171.5692902
-2178150,432950,171.5692902
-2178050,432950,172.0892334
-2177950,432950,171.5385437
-2177850,432850,170.9935608
-2177750,432850,170.8219604
-2177650,432850,170.5323334
-2177650,432850,170.5323334
-2177550,432950,170.0439758
-2177450,433050,169.6662903
-2177350,433150,169.7841492
-2177350,433150,169.7841492
-2177250,433250,169.5134735
-2177150,433350,168.7251434
-2177050,433450,168.3952789
-2176950,433550,167.878891
-2176950,433550,167.878891
-2176850,433550,167.7384033
-2176750,433550,167.6022797
-2176650,433550,167.4802399
-2176550,433550,167.2443848
-2176550,433550,167.2443848
-2176450,433550,166.8153687
-2176350,433450,166.4880066
-2176250,433450,166.23526
-2176150,433450,167.228653
-2176150,433450,167.228653
-2176050,433450,166.9147491
-2175950,433350,165.9710846
-2175850,433350,165.9573822
-2175750,433250,165.5696411
-2175650,433250,165.2846375
-2175650,433250,165.2846375
-2175550,433350,165.1573944
-2175450,433350,164.9755402
-2175350,433450,164.2243042
-2175250,433450,164.1826019
-2175150,433550,163.7349243
-2175150,433550,163.7349243
-2175150,433650,163.4809418
-2175050,433750,163.1861267
-2175050,433850,162.807663
-2175050,433950,162.5849915
-2175050,433950,162.5849915
-2174950,434050,162.2078247
-2174850,434150,162.0066681
-2174850,434250,161.46492
-2174750,434350,161.0704956
-2174750,434350,161.0704956
-2174650,434350,161.1658936
-2174550,434350,161.2763977
-2174450,434350,161.568985
-2174350,434350,161.4993134
-2174250,434350,160.8610535
-2174150,434350,159.7365417
-2174050,434250,159.3559875
-2173950,434250,158.6446228
-2173850,434250,158.4565582
-2173750,434250,157.9845886
-2173650,434250,157.5753479
-2173550,434250,157.3589478
-2173450,434250,157.176178
-2173450,434250,157.176178
-2173350,434250,156.9560699
-2173250,434350,156.8223724
-2173150,434350,156.3462372
-2173050,434450,156.0844269
-2172950,434450,155.8470459
-2172950,434450,155.8470459
-2172850,434550,155.50383
-2172750,434650,155.1635742
-2172650,434750,154.8135986
-2172550,434850,154.4939575
-2172550,434850,154.4939575
-2172450,434950,154.1902161
-2172350,435050,153.6281433
-2172250,435150,153.1607513
-2172250,435250,152.6204987
-2172150,435350,152.1823883
-2172050,435450,151.6834717
-2172050,435450,151.6834717
-2171950,435550,151.0993958
-2171850,435650,150.684906
-2171850,435750,150.3982239
-2171750,435850,149.937088
-2171750,435850,149.937088
-2171650,435950,149.5547943
-2171550,436050,149.0434875
-2171450,436150,148.6816559
-2171450,436150,148.6816559
-2171350,436250,148.2727356
-2171250,436350,147.8994293
-2171150,436450,147.3770752
-2171050,436550,146.9094543
-2170950,436650,146.6602173
-2170950,436650,146.6602173
-2170850,436750,146.1996765
-2170750,436850,145.9795532
-2170650,436950,145.7318878
-2170550,437050,145.3771667
-2170550,437050,145.3771667
-2170450,437050,145.2576141
-2170350,437150,145.0281219
-2170250,437150,145.0398102
-2170150,437150,144.7942047
-2170050,437250,144.4039612
-2169950,437250,144.0746613
-2169950,437250,144.0746613
-2169850,437250,143.7531128
-2169750,437350,143.2317505
-2169650,437350,142.9062653
-2169550,437350,142.4838867
-2169450,437450,142.0368652
-2169350,437450,141.5659485
-2169350,437450,141.5659485
-2169250,437350,141.192627
-2169150,437350,140.8658752
-2169050,437250,140.5578308
-2168950,437250,140.1564178
-2168950,437250,140.1564178
-2168850,437250,139.8856659
-2168750,437250,139.62323
-2168650,437150,139.260437
-2168550,437150,138.8638153
-2168450,437150,138.5776978
-2168350,437150,138.236557
-2168350,437150,138.236557
-2168250,437250,137.932785
-2168150,437350,137.5034485
-2168050,437350,137.1231689
-2167950,437450,136.710434
-2167950,437450,136.710434
-2167850,437450,136.3603363
-2167750,437450,135.9621582
-2167650,437450,135.5265808
-2167550,437450,135.2215729
-2167450,437450,135.0614471
-2167450,437450,135.0614471
-2167350,437450,134.7651672
-2167250,437550,134.5082397
-2167150,437550,134.2980042
-2167050,437550,133.947525
-2166950,437650,133.5559387
-2166850,437650,133.1325531
-2166850,437650,133.1325531
-2166750,437650,132.6750336
-2166650,437750,132.3212891
-2166550,437750,132.0162048
-2166450,437850,131.5319672
-2166350,437850,131.2886353
-2166350,437850,131.2886353
-2166250,437850,131.1123657
-2166150,437950,130.9169922
-2166050,437950,130.5909576
-2165950,438050,130.3075409
-2165850,438050,130.2138672
-2165750,438150,129.9091187
-2165650,438150,129.7667236
-2165650,438150,129.7667236
-2165550,438150,129.6474457
-2165450,438150,129.2862854
-2165350,438250,128.7503204
-2165250,438250,128.3457184
-2165150,438250,128.0028992
-2165050,438250,127.5359116
-2165050,438250,127.5359116
-2164950,438250,127.0342178
-2164850,438250,126.7307205
-2164750,438150,127.1462555
-2164650,438150,126.6155014
-2164550,438150,126.1991959
-2164450,438150,126.0041885
-2164450,438150,126.0041885
-2164350,438150,125.8707657
-2164250,438150,125.803566
-2164150,438150,125.5730515
-2164050,438150,125.5053635
-2163950,438150,125.3516541
-2163850,438150,125.0933151
-2163750,438150,124.7862625
-2163750,438150,124.7862625
-2163650,438150,124.480545
-2163550,438150,124.1203613
-2163450,438150,123.8124008
-2163350,438150,123.4747162
-2163250,438150,123.2426987
-2163150,438150,123.1443939
-2163150,438150,123.1443939
-2163050,438050,123.149147
-2162950,438050,122.9030457
-2162850,437950,122.6039429
-2162750,437950,122.3003693
-2162750,437950,122.3003693
-2162650,437950,122.1098938
-2162550,437850,121.9303513
-2162450,437850,121.643631
-2162350,437850,121.2543564
-2162350,437850,121.2543564
-2162250,437850,120.8921204
-2162150,437750,122.3079071
-2162050,437750,121.9700775
-2161950,437750,121.1769638
-2161950,437750,121.1769638
-2161850,437850,118.9791718
-2161750,437950,118.5175781
-2161650,437950,118.0835495
-2161550,438050,117.651329
-2161550,438050,117.651329
-2161450,438150,117.242363
-2161350,438150,116.8817978
-2161250,438250,116.774498
-2161150,438250,116.815239
-2161150,438250,116.815239
-2161050,438250,116.7236252
-2160950,438250,116.5144272
-2160850,438250,116.133461
-2160850,438250,116.133461
-2160750,438150,115.9211807
-2160650,438050,115.8221054
-2160650,438050,115.8221054
-2160550,437950,115.4501724
-2160550,437850,115.3248596
-2160550,437850,115.3248596
-2160550,437750,115.1318588
-2160550,437650,114.8835831
-2160450,437550,114.3505554
-2160450,437450,114.1328354
-2160450,437350,113.7048416
-2160450,437350,113.7048416
-2160350,437250,113.2916641
-2160250,437250,113.1828766
-2160150,437150,112.5094376
-2160150,437150,112.5094376
-2160050,437050,111.7435455
-2159950,436950,110.8559418
-2159950,436950,110.8559418
-2159850,436950,110.6529388
-2159750,436850,110.5166473
-2159650,436850,110.5732346
-2159550,436850,109.7815857
-2159550,436850,109.7815857
-2159450,436850,108.8224945
-2159350,436750,108.5287933
-2159250,436750,107.9008179
-2159250,436750,107.9008179
-2159150,436650,107.1356201
-2159050,436550,106.6539154
-2159050,436150,105.8561478
-2159050,436250,106.2681351
-2159050,436350,106.3860016
-2159050,436450,106.4970169
-2159050,436550,106.6539154
-2159050,435750,104.3480911
-2159050,435850,104.8162384
-2159050,435950,105.1537704
-2159050,436050,105.3721695
-2159050,436150,105.8561478
-2159050,435750,104.3480911
-2159050,435650,104.1399612
-2158950,435550,103.5971222
-2158950,435450,103.132782
-2158950,435350,103.0392303
-2158950,435350,103.0392303
-2158950,435250,102.9002991
-2158850,435150,102.1343307
-2158850,435050,102.2846756
-2158850,435050,102.2846756
-2158750,434950,102.1471024
-2158650,434850,102.4665833
-2158550,434850,101.8028412
-2158450,434750,101.030365
-2158450,434750,101.030365
-2158350,434750,100.7295151
-2158250,434650,100.2172318
-2158150,434650,100.0158463
-2158150,434650,100.0158463
-2158050,434650,100.211441
-2157950,434650,100.7827682
-2157850,434650,100.7742691
-2157750,434650,100.5591736
-2157750,434650,100.5591736
-2157650,434650,100.319664
-2157550,434650,99.72665405
-2157450,434650,98.97128296
-2157350,434650,98.47090149
-2157250,434650,98.1676712
-2157150,434650,97.81284332
-2157150,434650,97.81284332
-2157050,434550,97.67475891
-2156950,434450,97.13931274
-2156950,434450,97.13931274
-2156850,434350,96.46981049
-2156750,434250,95.99963379
-2156750,434150,95.70458221
-2156650,434050,95.44255066
-2156650,434050,95.44255066
-2156550,433950,95.4376297
-2156450,433950,95.5091095
-2156350,433850,95.04198456
-2156250,433850,94.65872955
-2156150,433750,93.7880249
-2156150,433750,93.7880249
-2156050,433750,93.55108643
-2155950,433650,93.68857574
-2155850,433650,93.05690002
-2155750,433550,93.18883514
-2155650,433550,92.58848572
-2155650,433550,92.58848572
-2155550,433550,91.82925415
-2155450,433450,91.91414642
-2155350,433450,91.32418823
-2155250,433450,90.74484253
-2155250,433450,90.74484253
-2155150,433350,90.86641693
-2155050,433350,90.38310242
-2154950,433250,90.30939484
-2154950,433250,90.30939484
-2154850,433150,89.99385834
-2154750,433150,89.87374115
-2154650,433050,89.44789124
-2154550,433050,89.24061584
-2154450,432950,88.63101959
-2154350,432950,88.70441437
-2154350,432950,88.70441437
-2154250,432850,88.21913147
-2154150,432850,87.81874084
-2154050,432750,87.55645752
-2153950,432750,87.61645508
-2153850,432650,87.12916565
-2153750,432650,87.12081909
-2153650,432550,86.18862915
-2153650,432550,86.18862915
-2153550,432450,85.52916718
-2153550,432350,85.51412964
-2153550,432350,85.51412964
-2153450,432350,85.07429504
-2153350,432250,84.57880402
-2153250,432250,84.33559418
-2153150,432250,84.05710602
-2153150,432250,84.05710602
-2153050,432150,83.77720642
-2152950,432050,83.47107697
-2152950,432050,83.47107697
-2152850,431950,83.35334778
-2152750,431850,82.80490112
-2152750,431850,82.80490112
-2152650,431850,82.60388947
-2152550,431850,82.43946075
-2152450,431850,82.23099518
-2152450,431850,82.23099518
-2152350,431750,81.95592499
-2152350,431650,81.93583679
-2152350,431650,81.93583679
-2152250,431650,81.54450226
-2152150,431650,81.20952606
-2152150,431650,81.20952606
-2152150,431550,80.8837204
-2152050,431450,80.37409973
-2152050,431350,79.98281097
-2152050,431350,79.98281097
-2151950,431250,79.3874588
-2151850,431150,78.96385193
-2151850,431150,78.96385193
-2151750,431050,78.4671402
-2151650,430950,78.14624786
-2151650,430950,78.14624786
-2151550,430850,77.68541718
-2151550,430850,77.68541718
-2151450,430750,77.08070374
-2151350,430750,76.81019592
-2151350,430750,76.81019592
-2151250,430650,76.14671326
-2151250,430650,76.14671326
-2151150,430550,75.55337524
-2151150,430450,75.33642578
-2151150,430450,75.33642578
-2151050,430350,74.91348267
-2151050,430250,74.83659363
-2150950,430150,74.06135559
-2150950,430150,74.06135559
-2150850,430050,73.39286804
-2150850,429950,73.17858887
-2150750,429850,72.39875793
-2150750,429850,72.39875793
-2150650,429750,71.40384674
-2150650,429750,71.40384674
-2150650,429650,71.331604
-2150550,429550,70.85417175
-2150550,429450,70.47953033
-2150550,429450,70.47953033
-2150450,429350,69.9956665
-2150450,429350,69.9956665
-2150350,429250,69.51442719
-2150350,429250,69.51442719
-2150250,429150,69.0430603
-2150150,429150,69.06878662
-2150150,429150,69.06878662
-2150050,429050,68.66314697
-2150050,428950,68.56552124
-2150050,428950,68.56552124
-2149950,428850,67.99468231
-2149850,428850,67.74822998
-2149850,428850,67.74822998
-2149750,428750,67.18079376
-2149750,428650,67.02183533
-2149650,428550,66.28572083
-2149650,428550,66.28572083
-2149550,428450,65.65188599
-2149450,428450,65.70170593
-2149450,428450,65.70170593
-2149350,428450,65.3663559
-2149250,428450,64.87789917
-2149250,428450,64.87789917
-2149150,428350,64.31978607
-2149050,428250,63.86172867
-2149050,428250,63.86172867
-2148950,428150,63.22880554
-2148850,428050,62.52550507
-2148850,428050,62.52550507
-2148850,427950,62.32396317
-2148750,427850,62.09127426
-2148750,427750,61.99064255
-2148750,427650,61.63274384
-2148750,427650,61.63274384
-2148650,427550,61.38889313
-2148650,427450,61.17434311
-2148550,427350,60.88447189
-2148550,427350,60.88447189
-2148450,427250,60.69535828
-2148350,427250,60.49207306
-2148250,427150,60.07964706
-2148150,427150,59.76547241
-2148150,427150,59.76547241
-2148050,427050,58.9239502
-2148050,426950,58.47996902
-2147950,426850,57.68564606
-2147950,426750,57.08215332
-2147950,426750,57.08215332
-2147950,426650,56.81624222
-2147850,426550,55.9982605
-2147850,426450,55.68406296
-2147850,426350,55.35110474
-2147850,426350,55.35110474
-2147750,426250,55.30918503
-2147750,426150,54.9693718
-2147750,426150,54.9693718
-2147650,426050,54.63121796
-2147550,426050,54.60219955
-2147450,425950,54.12324142
-2147450,425950,54.12324142
-2147350,425850,53.75810623
-2147250,425750,53.2104187
-2147250,425750,53.2104187
-2147150,425650,52.78755951
-2147050,425650,52.63214874
-2147050,425650,52.63214874
-2147050,425550,52.15510178
-2146950,425450,51.62298584
-2146950,425350,50.90576553
-2146950,425350,50.90576553
-2146850,425250,50.09089279
-2146850,425150,49.56113052
-2146850,425150,49.56113052
-2146750,425050,48.97269821
-2146650,425050,48.99330521
-2146550,424950,49.07943726
-2146550,424950,49.07943726
-2146450,424850,48.18367004
-2146350,424750,46.78569794
-2146250,424650,45.97806168
-2146150,424550,45.34092712
-2146150,424550,45.34092712
-2146050,424450,45.00832367
-2146050,424350,44.46834564
-2145950,424250,43.73405075
-2145950,424250,43.73405075
-2145850,424150,43.51927948
-2145750,424050,42.7212677
-2145750,424050,42.7212677
-2145650,423950,42.26411819
-2145550,423850,42.02045059
-2145450,423850,41.68416214
-2145350,423750,41.08391571
-2145350,423550,41.53046799
-2145350,423650,41.01464081
-2145350,423750,41.08391571
-2145350,423550,41.53046799
-2145250,423450,41.30707169
-2145250,423350,39.66044235
-2145250,423350,39.66044235
-2145150,423250,38.67534637
-2145150,423150,38.52056503
-2145150,423150,38.52056503
-2145050,423050,38.10694885
-2144950,423050,38.99987793
-2144850,422950,38.6836319
-2144850,422950,38.6836319
-2144750,422850,38.16505051
-2144750,422750,37.26020813
-2144650,422650,36.58727646
-2144650,422650,36.58727646
-2144550,422550,35.81923676
-2144450,422450,35.15969849
-2144450,422450,35.15969849
-2144350,422350,34.66013336
-2144250,422250,34.41806793
-2144250,422250,34.41806793
-2144150,422150,34.33454132
-2144050,422050,33.92690277
-2143950,421950,33.46818542
-2143950,421950,33.46818542
-2143850,421850,32.92015839
-2143750,421750,32.15129471
-2143750,421750,32.15129471
-2143650,421650,32.28925323
-2143650,421550,31.75969696
-2143650,421550,31.75969696
-2143550,421450,30.8246727
-2143550,421350,30.90767288
-2143550,421350,30.90767288
-2143450,421250,30.65345383
-2143450,421150,30.26740837
-2143450,421150,30.26740837
-2143350,421050,29.80543137
-2143350,420950,29.26366615
-2143350,420950,29.26366615
-2143350,420850,28.76185799
-2143250,420750,28.81808662
-2143250,420650,28.05355263
-2143250,420650,28.05355263
-2143150,420550,27.95418549
-2143150,420450,27.40213585
-2143150,420450,27.40213585
-2143150,420350,27.16781807
-2143250,420250,27.0216713
-2143250,420150,26.65154457
-2143250,420150,26.65154457
-2143250,420050,26.49269676
-2143150,419950,26.29067039
-2143150,419850,25.71725655
-2143150,419850,25.71725655
-2143050,419750,25.2213459
-2143050,419650,24.8741188
-2143050,419650,24.8741188
-2142950,419550,24.31918716
-2142950,419450,24.15882492
-2142950,419450,24.15882492
-2142850,419350,23.61899376
-2142750,419350,23.3792057
-2142750,419350,23.3792057
-2142750,419250,23.16590309
-2142650,419150,22.75401878
-2142650,419050,22.28077507
-2142650,418850,22.16178513
-2142650,418950,22.27678299
-2142650,419050,22.28077507
-2142650,418650,21.53422165
-2142650,418750,21.90570831
-2142650,418850,22.16178513
-2142650,418650,21.53422165
-2142650,418550,21.27980995
-2142550,418450,20.98238945
-2142550,418350,20.66073418
-2142550,418050,19.54320526
-2142550,418150,20.21295738
-2142550,418250,20.3937912
-2142550,418350,20.66073418
-2142550,418050,19.54320526
-2142650,417950,19.70845985
-2142650,417850,19.54846954
-2142650,417850,19.54846954
-2142750,417750,19.24650764
-2142750,417650,19.2152195
-2142750,417650,19.2152195
-2142650,417550,18.44169044
-2142650,417450,19.84931183
-2142550,417350,18.10523415
-2142550,417350,18.10523415
-2142450,417250,17.31594086
-2142350,417150,17.13545227
-2142250,417050,16.5897522
-2142250,417050,16.5897522
-2142150,416950,16.30478668
-2142150,416850,16.60246277
-2142050,416750,15.98239517
-2142050,416650,16.46561623
-2142050,416650,16.46561623
-2141950,416650,15.74033546
-2141850,416550,15.61938572
-2141750,416550,15.62006664
-2141650,416550,15.73538971
-2141650,416550,15.73538971
-2141550,416450,15.06430912
-2141450,416450,14.72189617
-2141450,416450,14.72189617
-2141350,416450,14.78464222
-2141250,416450,14.20240021
-2141150,416450,14.29481411
-2141150,416450,14.29481411
-2141050,416350,13.84054756
-2140950,416350,13.24340439
-2140950,416350,13.24340439
-2140950,416250,13.1827364
-2140850,416150,12.77466965
-2140850,416050,12.09477234
-2140850,416050,12.09477234
-2140750,415950,12.60407639
-2140750,415850,11.84988689
-2140750,415850,11.84988689
-2140650,415750,11.89004803
-2140550,415750,11.91832924
-2140550,415750,11.91832924
-2140450,415650,11.60832882
-2140350,415550,10.91231632
-2140350,415550,10.91231632
-2140250,415450,10.03918743
-2140250,415350,9.997035027
-2140250,415350,9.997035027
-2140150,415250,9.996912956
-2140050,415150,9.914375305
-2140050,415150,9.914375305
-2139950,415050,9.446785927
-2139850,415050,9.570327759
-2139750,414950,9.131774902
-2139750,414950,9.131774902
-2139650,414850,8.688533783
-2139650,414850,8.688533783
-2139550,414750,8.458796501
-2139550,414650,8.165323257
-2139450,414550,7.804955482
-2139450,414550,7.804955482
-2139350,414450,7.431056499
-2139350,414350,7.321620464
-2139250,414250,6.942512512
-2139250,414250,6.942512512
-2139150,414250,6.714876652
-2139050,414150,6.456882477
-2138950,414150,6.138373375
-2138950,414150,6.138373375
-2138850,414050,5.900957584
-2138850,414050,5.900957584
-2138850,413950,5.689395428
-2138750,413850,5.363800526
-2138750,413750,5.119013786
-2138750,413750,5.119013786
-2138650,413650,4.803321362
-2138650,413650,4.803321362
-2138550,413650,4.819596291
-2138450,413550,4.42774725
-2138350,413550,4.248174191
-2138250,413550,3.966120243
-2138250,413550,3.966120243
